FECHA,promedioCO,promedioO3,promedioSO2
1/1/2020,0.268011815137954,1,0.860226521507986
1/2/2020,0.164408135723925,1,0.816326530612245
1/3/2020,0.242693796886343,1,0.854029424681599
1/4/2020,0.323019323671497,0.833333333333333,0.898636363636364
1/5/2020,0.31122907125081,0.966666666666667,0.4
1/6/2020,0.552396810369451,0.9125,1
1/7/2020,0.286568753609203,0.90625,0.983333333333333
1/8/2020,0.42970335561125,0.888888888888889,1
1/9/2020,0.381719083410356,0.916666666666667,0.979166666666667
1/10/2020,0.326215457474856,0.93,0.93506424308854
1/11/2020,0.360834480800156,0.871212121212121,0.96969696969697
1/12/2020,0.374870600414079,0.907407407407407,1
1/13/2020,0.354657477025898,0.850694444444444,1
1/14/2020,0.354129794461644,0.896103896103896,1
1/15/2020,0.367240487273024,0.797395833333333,1
1/16/2020,0.310418137116507,0.783333333333333,1
1/17/2020,0.297016369047619,0.833333333333333,0.968253968253968
1/18/2020,0.359323328392622,0.836805555555555,1
1/19/2020,0.199254261363636,1,0.893031910880881
1/20/2020,0.353609587694727,0.742424242424242,0.932539682539683
1/21/2020,0.427047562459327,0.798717948717949,0.903275227188271
1/22/2020,0.366951892052848,0.954545454545455,0.957142857142857
1/23/2020,0.293633958083615,0.857142857142857,0.907749113631466
1/24/2020,0.321369707303211,0.883333333333333,0.967857142857143
1/25/2020,0.323694958740725,0.910357142857143,0.952696959790781
1/26/2020,0.278350340136054,0.866666666666667,0.996336996336996
1/27/2020,0.269063079777365,0.920634920634921,0.955627705627706
1/28/2020,0.285950114911785,0.979166666666667,0.925539781129843
1/29/2020,0.277365073677185,0.890476190476191,0.946359464838567
1/30/2020,0.200989006135704,0.875,0.91558676830416
1/31/2020,0.228135872926246,0.8,0.922588798365196
2/1/2020,0.390603431656063,0.767948717948718,1
2/2/2020,0.514012684493234,0.915555555555556,1
2/3/2020,0.223229125946517,0.814814814814815,0.9439348091522
2/4/2020,0.213973164516643,0.857142857142857,0.873251748251748
2/5/2020,0.176601731601732,1,0.807692307692308
2/6/2020,0.245833333333333,0.9,0.850277868584505
2/7/2020,0.362729892541812,0.851851851851852,0.926844070961718
2/8/2020,0.3099420917247,0.972222222222222,0.887175324675325
2/9/2020,0.312329497987393,0.904761904761905,0.957298136645963
2/10/2020,0.375323773448773,0.767032967032967,1
2/11/2020,0.37643523664233,0.85952380952381,0.979591836734694
2/12/2020,0.230103205972771,0.9375,0.959463877084014
2/13/2020,0.318243975952954,0.791666666666667,0.952380952380952
2/14/2020,0.421903594949294,0.875943104514533,0.96
2/15/2020,0.418677032077653,0.783888888888889,0.981340579710145
2/16/2020,0.307772444946358,0.886666666666667,0.967147435897436
2/17/2020,0.312951131357473,0.818181818181818,1
2/18/2020,0.362121252807343,0.833333333333333,1
2/19/2020,0.383762215412481,0.86031746031746,0.984848484848485
2/20/2020,0.248482350293976,0.8125,0.982142857142857
2/21/2020,0.233654970760234,0.881666666666666,0.954684302870946
2/22/2020,0.37275707384403,0.805952380952381,1
2/23/2020,0.348776415676873,1,0.989010989010989
2/24/2020,0.306848547587678,1,0.96037296037296
2/25/2020,0.218823795600111,0.875,0.806229860365199
2/26/2020,0.29167435221783,0.876666666666667,0.818255274137627
2/27/2020,0.33111615996513,0.875,0.971590909090909
2/28/2020,0.322684986511073,0.875,0.964285714285714
2/29/2020,0.357266542980829,0.857142857142857,1
3/1/2020,0.364009012695987,1,1
3/2/2020,0.27150626566416,0.9375,1
3/3/2020,0.21665296860949,0.95,0.826731585221288
3/4/2020,0.207244076374511,0.875,0.759610075914424
3/5/2020,0.33993428069515,0.897727272727273,0.86351714598883
3/6/2020,0.327037037037037,1,0.745535714285714
3/7/2020,0.262234299516908,1,0.84963768115942
3/8/2020,0.311759955444166,0.833333333333333,0.904761904761905
3/9/2020,0.302813640607758,0.878787878787879,0.941666666666667
3/10/2020,0.29554071773637,0.75,0.920634920634921
3/11/2020,0.375143125160288,0.852564102564102,0.883116883116883
3/12/2020,0.283553622197787,0.890625,0.9370670995671
3/13/2020,0.261270625509756,0.8125,0.93976023976024
3/14/2020,0.246989417989418,1,1
3/15/2020,0.216635079895949,1,0.966666666666667
3/16/2020,0.223007246376812,0.638888888888889,0.958541458541458
3/17/2020,0.318815923207228,0.738095238095238,0.974747474747475
3/18/2020,0.328301346801347,0.825757575757576,0.965686274509804
3/19/2020,0.286516035451962,0.924603174603174,0.965277777777778
3/20/2020,0.244469228627123,0.733333333333333,0.927777777777778
3/21/2020,0.209975845410628,,0.94331983805668
3/22/2020,0.261111111111111,0.588888888888889,0.802106227106227
3/23/2020,0.285348516218081,1,0.971153846153846
3/24/2020,0.301469351904134,0.857142857142857,0.935656565656566
3/25/2020,0.275844375431332,1,0.911990466798159
3/26/2020,0.322957115860698,1,0.948051948051948
3/27/2020,0.338076752440106,0.9375,0.867462774583517
3/28/2020,0.325001848565513,1,0.95062228220123
3/29/2020,0.236581262939958,,0.932291666666667
3/30/2020,0.30762077294686,0.75,0.938888888888889
3/31/2020,0.246461352657005,1,0.941964285714286
4/1/2020,0.247619047619048,0.5,0.922647527910686
4/2/2020,0.22554852876592,0.333333333333333,0.943865740740741
4/3/2020,0.242959721437982,0.9375,0.824762982115923
4/4/2020,0.237914078674948,0.75,0.753385899814471
4/5/2020,0.200694052324487,1,0.782923013703089
4/6/2020,0.237301587301587,1,0.841240411635148
4/7/2020,0.206241496598639,1,0.735890795712224
4/8/2020,0.207224967061924,1,0.812605170273237
4/9/2020,0.25012077294686,,0.837244897959184
4/10/2020,0.219784804567413,0.75,0.743644748109034
4/11/2020,0.204070048309179,1,0.805253623188406
4/12/2020,0.150289855072464,,0.512422360248447
4/13/2020,0.250195767195767,1,0.803481919083423
4/14/2020,0.265696091348265,1,0.79408290984378
4/15/2020,0.271690821256039,1,0.858306277056277
4/16/2020,0.256002415458937,1,0.938562091503268
4/17/2020,0.295132850241546,,0.934343434343434
4/18/2020,0.331711682037769,1,0.948223039215686
4/19/2020,0.330540637307555,,0.841142521908776
4/20/2020,0.271497035573122,0.944444444444444,0.755850705666882
4/21/2020,0.237620333772508,0.75,0.68471706864564
4/22/2020,0.24018115942029,0.833333333333333,0.616528399137095
4/23/2020,0.236866490996926,0.777777777777778,0.707738095238095
4/24/2020,0.287222222222222,,0.798941336441336
4/25/2020,0.295708616780045,0.833333333333333,0.809129594820384
4/26/2020,0.138599896480331,,0.617805637774678
4/27/2020,0.191369047619048,,0.652954888249006
4/28/2020,0.267965367965368,0.833333333333333,0.537943579798783
4/29/2020,0.253758469791078,0.5,0.708116265661023
4/30/2020,0.183674477696217,,0.602819974143504
5/1/2020,0.26687074829932,1,0.540833350884213
5/2/2020,0.291924289478637,0.75,0.643068428451002
5/3/2020,0.199585921325052,,0.676442458961256
5/4/2020,0.207867494824016,0.833333333333333,0.66115749330035
5/5/2020,0.199283126293996,,0.655756148613291
5/6/2020,0.20388198757764,0,0.642049503387792
5/7/2020,0.250907029478458,,0.852172096908939
5/8/2020,0.286516563146998,1,0.64945652173913
5/9/2020,0.270005175983437,,0.751916393941253
5/10/2020,0.158203933747412,,0.686816113391744
5/11/2020,0.242288961038961,,0.525115283267457
5/12/2020,0.273398705331935,0.833333333333333,0.626871526642694
5/13/2020,0.263221446473326,0.75,0.698440239793623
5/14/2020,0.295892487429754,0.75,0.757053453792584
5/15/2020,0.267903020892151,1,0.703874929418408
5/16/2020,0.185714285714286,1,0.616071428571429
5/17/2020,0.211814182194617,,0.716326530612245
5/18/2020,0.23187748783724,,0.792684426936297
5/19/2020,0.244058222479275,0.666666666666667,0.70391156462585
5/20/2020,0.332274247491639,,0.875402792696026
5/21/2020,0.43357683982684,1,0.853280475563084
5/22/2020,0.340703933747412,0.833333333333333,0.765101232800813
5/23/2020,0.301018257105214,0.888888888888889,0.739068789397737
5/24/2020,0.20620882740448,,0.571266643349023
5/25/2020,0.250545594756121,1,0.643510562119585
5/26/2020,0.283800800648627,1,0.735521965196335
5/27/2020,0.38628053106314,1,0.886724678829942
5/28/2020,0.30879917184265,,0.598722144360136
5/29/2020,0.246997929606625,0.833333333333333,0.512600494743352
5/30/2020,0.139751552795031,,0.618047628176852
5/31/2020,0.203401360544218,,0.753126405757985
6/1/2020,0.229281135531135,0.625,0.666620408304782
6/2/2020,0.19125,1,0.603952702522496
6/3/2020,0.116621376811594,,0.559308338720103
6/4/2020,0.157686733556299,0.928571428571429,0.729609387614695
6/5/2020,0.159884229482892,1,0.862145748987854
6/6/2020,0.2003663003663,,0.866210371708492
6/7/2020,0.183974358974359,,0.413690476190476
6/8/2020,0.204665405151675,,0.331328320802005
6/9/2020,0.30952380952381,1,0.6513630866673
6/10/2020,0.224082801256714,0.928571428571429,0.637459896239197
6/11/2020,0.142018850714503,,0.634508454931796
6/12/2020,0.14029304029304,,0.507456008719277
6/13/2020,0.146948160535117,,0.859591285907075
6/14/2020,0.175641025641026,,0.829960317460317
6/15/2020,0.21025641025641,,0.848484848484848
6/16/2020,0.224702380952381,,0.886675563367293
6/17/2020,0.234615384615385,,0.874246266553959
6/18/2020,0.22978021978022,0.5,0.762548562548562
6/19/2020,0.199346305868045,,0.832057823129252
6/20/2020,0.239896878483835,1,0.771892393320965
6/21/2020,0.31334118779771,0.625,0.817151860744298
6/22/2020,0.366404428904429,1,0.898620823620824
6/23/2020,0.303910256410256,0.742424242424242,0.838759889920881
6/24/2020,0.272627510334277,0.5,0.52844014798902
6/25/2020,0.257164251207729,0.6375,0.42410701215049
6/26/2020,0.256868686868687,0.815151515151515,0.76048685613903
6/27/2020,0.228543039086517,0.928571428571429,0.861746031746032
6/28/2020,0.179154589371981,,0.695078912278401
6/29/2020,0.274850511807034,1,0.766858637394352
6/30/2020,0.297603174603174,1,0.814611678004535
7/1/2020,0.243768115942029,1,0.664184547336721
7/2/2020,0.230833333333333,,0.744268400953592
7/3/2020,0.181823232323232,1,0.762208253849121
7/4/2020,0.23243961352657,,0.744688162714478
7/5/2020,0.26264880952381,0.833333333333333,0.703656462585034
7/6/2020,0.354676434676435,0.833333333333333,0.731868131868132
7/7/2020,0.26042735042735,0.75,0.660155786242743
7/8/2020,0.225722567287785,0.8,0.405100334448161
7/9/2020,0.366006211180124,0.771428571428571,0.65656512605042
7/10/2020,0.337020927442123,0.777777777777778,0.570624616256599
7/11/2020,0.201630434782609,,0.592421105464584
7/12/2020,0.200093984962406,,0.784478740214034
7/13/2020,0.280549036561265,1,0.69178607913128
7/14/2020,0.320595561594203,0.928571428571429,0.71566996847048
7/15/2020,0.281794507575758,1,0.645871761089152
7/16/2020,0.262149003623188,0.714285714285714,0.70859689702569
7/17/2020,0.208854166666667,0.857142857142857,0.580594333203029
7/18/2020,0.25327380952381,1,0.744451406293512
7/19/2020,0.244444444444444,0.9,0.831668915879442
7/20/2020,0.342064108251996,1,0.849142336360382
7/21/2020,0.268764172335601,1,0.807716914517003
7/22/2020,0.268366778149387,1,0.710281082129822
7/23/2020,0.253483436853002,1,0.808524046510317
7/24/2020,0.261318681318681,,0.727824287609781
7/25/2020,0.280448717948718,1,0.76992145916631
7/26/2020,0.332013457556936,0.666666666666667,0.613777526821005
7/27/2020,0.264431643235991,0.944444444444444,0.583545230513194
7/28/2020,0.198972766364071,1,0.580789138397834
7/29/2020,0.366666666666667,0.933333333333333,0.685271112093363
7/30/2020,0.375293591120659,0.788888888888889,0.893279382759021
7/31/2020,0.320075757575758,0.5625,0.798114928549711
8/1/2020,0.402087422584317,0.857142857142857,0.916376402646426
8/2/2020,0.297254738015607,0.708333333333333,1
8/3/2020,0.378543557891384,0.75,0.96547619047619
8/4/2020,0.413793995859213,0.861111111111111,0.936786533624478
8/5/2020,0.23956043956044,0.777777777777778,0.867013888888889
8/6/2020,0.25871237458194,0.833333333333333,0.837639756757404
8/7/2020,0.169008799171843,1,0.727408008658009
8/8/2020,0.1625,,0.701356449874236
8/9/2020,0.271794871794872,1,0.613636363636364
8/10/2020,0.370638238573021,0.882716049382716,0.766751139436806
8/11/2020,0.360694860694861,0.88,0.814844877344877
8/12/2020,0.300042326094958,0.805555555555555,0.789182194616977
8/13/2020,0.260554919908467,1,0.772753623188406
8/14/2020,0.382605701281591,0.971428571428571,0.968067226890756
8/15/2020,0.363404150197628,0.791666666666667,0.907002801120448
8/16/2020,0.212440476190476,1,0.932052353104985
8/17/2020,0.283333333333333,0.916666666666667,0.88922305764411
8/18/2020,0.228374741200828,0.809523809523809,0.8
8/19/2020,0.275916666666667,1,0.876587301587301
8/20/2020,0.270108695652174,1,0.976923076923077
8/21/2020,0.274166666666667,1,0.925227272727273
8/22/2020,0.22219861660079,0.9,0.877688651218063
8/23/2020,0.12952380952381,,0.888515406162465
8/24/2020,0.221159420289855,1,0.895736871823828
8/25/2020,0.233596837944664,1,0.776515151515152
8/26/2020,0.275,1,0.859180740208408
8/27/2020,0.227776333125303,1,0.767784799870361
8/28/2020,0.385261707988981,0.917857142857143,0.884477182896155
8/29/2020,0.295238095238095,1,0.913636363636364
8/30/2020,0.167045454545455,1,0.723186686782056
8/31/2020,0.256404958677686,0.875,0.835563711650668
9/1/2020,0.268210564139418,0.944444444444444,0.886994165255035
9/2/2020,0.252901545095221,1,0.785771591513218
9/3/2020,0.202161620364242,1,0.802671378329273
9/4/2020,0.140810704447068,,0.742595124174072
9/5/2020,0.239344532279315,0.916666666666667,0.709486166007905
9/6/2020,0.156140350877193,1,0.695158102766798
9/7/2020,0.228458498023715,0.9,0.775691699604743
9/8/2020,0.295833333333333,0.75,0.873236426378138
9/9/2020,0.25602766798419,1,0.836363636363636
9/10/2020,0.339187742082479,0.805555555555556,0.940368455074337
9/11/2020,0.24280303030303,1,0.864603398993351
9/12/2020,0.221527777777778,,0.97733918128655
9/13/2020,0.128819444444444,,0.857954545454545
9/14/2020,0.248826436562421,1,0.888610414926204
9/15/2020,0.233460184139532,1,0.967676767676768
9/16/2020,0.154695767195767,,0.93126756284651
9/17/2020,0.237152777777778,1,0.87900857312622
9/18/2020,0.280392512077295,,0.82258295194508
9/19/2020,0.25943538647343,1,0.789175005751093
9/20/2020,0.24729770531401,0.666666666666667,0.813521241830065
9/21/2020,0.352480158730159,0.866666666666667,0.902173913043478
9/22/2020,0.394358240033726,0.833333333333333,0.958782394076512
9/23/2020,0.309810627448967,0.888888888888889,0.938513630089717
9/24/2020,0.308452380952381,0.5,0.901325757575758
9/25/2020,0.383550724637681,,0.925207961972668
9/26/2020,0.451954036936874,1,0.870931556237299
9/27/2020,0.371966873706004,1,0.888478260869565
9/28/2020,0.244462545252019,0.958333333333333,0.829046770223241
9/29/2020,0.213840004600874,,0.892397660818713
9/30/2020,0.304848484848485,1,1
10/1/2020,0.299784530083443,1,0.840476190476191
10/2/2020,0.195546497584541,0.5,1
10/3/2020,0.176641414141414,,1
10/4/2020,0.142878028404344,,0.713510101010101
10/5/2020,0.210416666666667,0.666666666666667,0.954736705895173
10/6/2020,0.30155220685112,0.9,0.874074074074074
10/7/2020,0.348856364320791,0.916666666666667,1
10/8/2020,0.355588992693736,1,
10/9/2020,0.332409694773825,0.962962962962963,1
10/10/2020,0.311882135895294,0.964285714285714,0.983333333333333
10/11/2020,0.244887736056214,1,0.972810990338164
10/12/2020,0.292822636300897,0.975,0.940769496204279
10/13/2020,0.307476943346509,0.880555555555556,0.986946386946387
10/14/2020,0.238855661881978,0.777777777777778,0.988002628587667
10/15/2020,0.298931437468987,0.886363636363636,0.964699074074074
10/16/2020,0.237991880527766,0.65,0.847222222222222
10/17/2020,0.200103305785124,0.6,0.761447852723596
10/18/2020,0.393268654928734,0.72108843537415,0.987654320987654
10/19/2020,0.326534614923943,0.708333333333333,0.949494949494949
10/20/2020,0.244153020892151,0.683333333333333,1
10/21/2020,0.224478551751279,0.5,0.993464052287582
10/22/2020,0.341838345864662,1,1
10/23/2020,0.302252471236428,0.964285714285714,0.639669421487603
10/24/2020,0.273589950892322,0.904761904761905,0.762896506447578
10/25/2020,0.293313570487484,0.933035714285714,0.88474358974359
10/26/2020,0.411279784981678,0.892857142857143,1
10/27/2020,0.383074450801724,1,0.96078431372549
10/28/2020,0.364519140989729,0.952380952380952,0.984126984126984
10/29/2020,0.361224578244029,0.8,0.904093567251462
10/30/2020,0.229166666666667,0.5,0.858695652173913
10/31/2020,0.302898550724638,0.944444444444444,0.916666666666667
11/1/2020,0.235504252006228,0.794642857142857,0.839761904761905
11/2/2020,0.121212121212121,,0.625
11/3/2020,0.253582820688084,1,0.834737076648841
11/4/2020,0.31244019138756,0.879591836734694,0.928571428571429
11/5/2020,0.287582345191041,0.9375,0.933333333333333
11/6/2020,0.323435441370224,0.966666666666667,0.941176470588235
11/7/2020,0.368475973503147,0.815625,0.917647058823529
11/8/2020,0.397919019386411,1,0.976984126984127
11/9/2020,0.395518130497813,0.904761904761905,0.947889147889148
11/10/2020,0.393528569860092,0.958333333333333,0.942265795206972
11/11/2020,0.416191963494595,0.958333333333333,0.91657848324515
11/12/2020,0.414055735930736,0.95,0.848516483516483
11/13/2020,0.392422671395026,0.9,0.904761904761905
11/14/2020,0.443163718385905,0.914285714285714,0.914583333333333
11/15/2020,0.287621013317608,1,0.72825265936334
11/16/2020,0.150347222222222,1,0.643789675410229
11/17/2020,0.209731280193237,,0.624458874458875
11/18/2020,0.267604029424682,,0.70995670995671
11/19/2020,0.321409161490683,0.984375,0.874654225906689
11/20/2020,0.407783189033189,0.831068931068931,1
11/21/2020,0.187996031746032,1,0.933333333333333
11/22/2020,0.205238526570048,0.755555555555556,0.815603514132926
11/23/2020,0.282572228496141,0.908333333333333,0.989473684210526
11/24/2020,0.443975005472684,0.912222222222222,1
11/25/2020,0.394164327092295,0.888888888888889,0.991666666666667
11/26/2020,0.390881556864823,0.929292929292929,0.971533516988063
11/27/2020,0.461074272877678,0.962962962962963,0.991666666666667
11/28/2020,0.449334189417394,0.915584415584416,1
11/29/2020,0.45459808156819,0.897959183673469,0.968253968253968
11/30/2020,0.32264081027668,1,1
12/1/2020,0.313006220673555,0.925925925925926,0.870995670995671
12/2/2020,0.260978725380899,1,0.776515151515152
12/3/2020,0.334325785869903,1,0.748946886446886
12/4/2020,0.358522551850641,0.97172619047619,0.721064541519087
12/5/2020,0.277224596796965,1,0.577253049980323
12/6/2020,0.29651384808325,0.984375,0.650597981058767
12/7/2020,0.322045454545455,0.861111111111111,1
12/8/2020,0.353170355208399,0.902777777777778,1
12/9/2020,0.420122655122655,0.916883116883117,
12/10/2020,0.383973682859682,0.892857142857143,1
12/11/2020,0.396770704688631,1,0.943055555555556
12/12/2020,0.407076023391813,0.916666666666667,0.933794466403162
12/13/2020,0.31958290200138,0.902597402597402,0.829545454545455
12/14/2020,0.293391050598868,0.5,0.890677105988111
12/15/2020,0.321602320752862,0.908163265306123,0.770463089542037
12/16/2020,0.353870851370851,0.766666666666667,0.840031897926635
12/17/2020,0.321508326564105,0.895833333333333,0.820758189179242
12/18/2020,0.415938468949052,0.828125,0.806739130434783
12/19/2020,0.4186687795741,0.792857142857143,0.754154795821462
12/20/2020,0.282291666666667,0.96,0.882716049382716
12/21/2020,0.38531746031746,0.75,1
12/22/2020,0.400356829161177,0.778333333333333,1
12/23/2020,0.465836901058415,0.956349206349206,0.955357142857143
12/24/2020,0.501230972186855,0.914141414141414,0.855666035353535
12/25/2020,0.278977272727273,1,1
12/26/2020,0.338917644352427,0.838095238095238,0.912185354691076
12/27/2020,0.379617103420316,0.875,0.890873015873016
12/28/2020,0.426463683808128,0.880952380952381,0.94
12/29/2020,0.480427520700858,0.835069444444444,1
12/30/2020,0.31039282577326,0.740740740740741,0.947658402203857
12/31/2020,0.17851688825009,0.666666666666667,0.745981554677207
1/1/2021,0.359505463538072,0.833333333333333,0.784595539333422
1/2/2021,0.442157242063492,0.761904761904762,0.834427521008403
1/3/2021,0.330488260582011,0.825,0.845269464834682
1/4/2021,0.492393389564064,0.812698412698413,0.97
1/5/2021,0.389640175442967,0.840952380952381,0.944940476190476
1/6/2021,0.36033250134051,0.745265151515152,0.941220238095238
1/7/2021,0.373712761674718,0.773448773448773,0.933333333333333
1/8/2021,0.422820574162679,0.555555555555556,0.977777777777778
1/9/2021,0.324779234618749,0.73968253968254,0.843621735498166
1/10/2021,0.242436594202899,0.740740740740741,0.69629329004329
1/11/2021,0.290240183586436,0.795833333333333,0.71643642305407
1/12/2021,0.270603801169591,0.687291280148423,0.607428025191183
1/13/2021,0.435886275294044,0.570707070707071,0.835993799229093
1/14/2021,0.371082602983532,0.728835978835979,0.933333333333333
1/15/2021,0.474320225519882,0.625180375180375,NULL
1/16/2021,0.384152217046239,0.812121212121212,0.955494505494505
1/17/2021,0.306238850722546,0.593809523809524,0.813384230503796
1/18/2021,0.505571188071188,0.664895710350256,0.849305555555556
1/19/2021,0.400900565737022,0.901984126984127,0.84279532984776
1/20/2021,0.3455778841042,0.635416666666667,0.869047619047619
1/21/2021,0.357701904554775,0.593571428571429,0.902892561983471
1/22/2021,0.378281929482377,0.864583333333333,0.978571428571429
1/23/2021,0.405232848122722,1,0.928104575163399
1/24/2021,0.376580817230274,0.8,0.919642857142857
1/25/2021,0.303908830802852,0.809523809523809,0.81301652892562
1/26/2021,0.359055360828542,0.66,0.966190476190476
1/27/2021,0.320165193286246,0.76,0.93
1/28/2021,0.215748353096179,NULL,0.791759702286018
1/29/2021,0.394553090190442,0.751322751322751,1
1/30/2021,0.435094926182739,0.652777777777778,1
1/31/2021,0.266917003927353,0.785714285714286,0.897612488521579
2/1/2021,0.205598845598846,NULL,0.809090909090909
2/2/2021,0.40471402905395,0.574074074074074,1
2/3/2021,0.402246164362701,0.920634920634921,0.930555555555556
2/4/2021,0.425129590833222,0.916666666666667,0.895285087719298
2/5/2021,0.424298201301059,0.833333333333333,0.958333333333333
2/6/2021,0.355956915284978,1,0.973684210526316
2/7/2021,0.345338345864662,1,0.950641025641026
2/8/2021,0.31126653928209,1,0.793338907469342
2/9/2021,0.381950511609603,0.875,0.917647058823529
2/10/2021,0.408070922044707,0.857142857142857,0.907411385606874
2/11/2021,0.287108758391367,0.777380952380952,0.76286231884058
2/12/2021,0.222910843403874,0.75625,0.734660267268963
2/13/2021,0.22582683982684,0.75,0.665755297334245
2/14/2021,0.279166666666667,0.666666666666667,0.696805006587615
2/15/2021,0.280942959379224,1,0.675329380764163
2/16/2021,0.262667251807204,1,0.690574576938213
2/17/2021,0.296158492034974,0.916666666666667,0.747185291651695
2/18/2021,0.392371183938901,0.816326530612245,0.764705882352941
2/19/2021,0.455244758509464,0.819444444444444,1
2/20/2021,0.370091401023219,0.761904761904762,1
2/21/2021,0.390076387969565,0.8125,1
2/22/2021,0.363025674363775,1,1
2/23/2021,0.323777997364954,0.583333333333333,1
2/24/2021,0.309924614356589,0.833333333333333,0.758333333333333
2/25/2021,0.346873718386876,0.75,0.873106060606061
2/26/2021,0.433122709011835,0.916666666666667,0.964285714285714
2/27/2021,0.429570049753831,0.633333333333333,0.979166666666667
2/28/2021,0.376771866259852,1,0.907051282051282
